epoch;categorical_accuarcy;loss;val_categorical_accuarcy;val_loss
0;0.8375574;0.5335762596830792;0.8629754;0.4334372151293373
1;0.85949117;0.42995273043397036;0.86616087;0.3926810688046488
2;0.8642755;0.4112847334505407;0.868398;0.38550764797100495
3;0.86706585;0.39627979858772616;0.8709756;0.3792739549089923
4;0.8696252;0.383923697540465;0.8722887;0.3677950022622034
5;0.87070125;0.37733979857530653;0.87292093;0.3672871001266967
6;0.8724885;0.3694672436591916;0.8726534;0.36249974593788303
7;0.87282896;0.3671004613562447;0.8724832;0.36295151651085333
8;0.8724946;0.37009257719094185;0.8733829;0.3538463929581649
9;0.87490195;0.36087243554186227;0.87253183;0.344650218704426
10;0.87475;0.35720590116977763;0.8744772;0.34555015953792323
11;0.8748898;0.3562015656653268;0.87472034;0.35069135866001905
12;0.8747865;0.356802729299291;0.87630093;0.3481764220249884
13;0.8747561;0.3572143106803861;0.87659276;0.3412582952072272
14;0.8755889;0.35219096177134995;0.87729794;0.348472734022762
15;0.87607527;0.35205864124596814;0.8775168;0.34559945050362845
16;0.87699324;0.3482614859414574;0.87778425;0.3400700252067253
17;0.87654334;0.349007744427354;0.87839216;0.3375288553941042
18;0.87657374;0.34756621879434696;0.8801916;0.33250552784282283
19;0.8778626;0.34432786990796954;0.8789272;0.33614463545726253
20;0.87838537;0.34112205941150453;0.8792919;0.33806566646064073
21;0.8787987;0.3397828557670013;0.8798025;0.33084017124149123
22;0.8770966;0.3432909503139338;0.87890285;0.33290010865485314
23;0.87836105;0.3424311043295861;0.87912166;0.33504046843379126
24;0.8780206;0.341544052408714;0.8813345;0.33147239943919343
25;0.8789021;0.339920000286029;0.8803862;0.33084444965025456
26;0.87921214;0.3391747658627893;0.8792919;0.33455719287821484
27;0.8791392;0.33821249638612105;0.88082385;0.33198792344400735
28;0.87863463;0.3385893583801395;0.879073;0.33544300739640637
29;0.8787015;0.3399982485710594;0.88009435;0.34186165041003336
30;0.8792486;0.3404876575032905;0.8807509;0.3319996834763663
31;0.8793459;0.3381876498365653;0.8812372;0.33572438950031236
32;0.87799627;0.34089521114983967;0.88140744;0.33457320500134424
33;0.8788717;0.33864477885675676;0.88094544;0.32801051808753234
34;0.87991124;0.3368497360547649;0.8811886;0.3298455166707717
35;0.87914526;0.3385352446596732;0.880532;0.33033328922605854
36;0.87906015;0.3369769844743538;0.88240445;0.3253497578831988
37;0.88061035;0.3338540805937356;0.8804834;0.32918442961840577
38;0.88045835;0.3335848982319498;0.8837662;0.32444088949893723
39;0.8801848;0.33158398825997853;0.88067794;0.3239830342518102
40;0.8803611;0.33473386892508133;0.8809211;0.32634056501207204
41;0.8810663;0.33086453348696243;0.88109136;0.32476942922549307
42;0.88099337;0.3327471968797845;0.880143;0.3255532573701667
43;0.8814067;0.32997018841067444;0.8822099;0.32455729859056853
44;0.8809265;0.3322236024114824;0.88131016;0.3269585417021041
45;0.8810906;0.3310861126924127;0.88362026;0.321776148393082
46;0.88054955;0.332482155759;0.8801916;0.3323051051202538
47;0.88140064;0.3308177656140196;0.8823801;0.321261346890947
48;0.8806468;0.33093717898357644;0.8812615;0.3283569867213683
49;0.8815283;0.3289135011709107;0.8823315;0.32294284338188617
50;0.8822943;0.32695657572846576;0.88289076;0.3205993935623796
51;0.88172287;0.3271184437827298;0.88313395;0.3215604375661225
52;0.8816621;0.32736382870301783;0.883061;0.3216169999042567
53;0.8808596;0.33042959118328574;0.88325554;0.3215263528201659
54;0.8822943;0.32748883673965673;0.88276917;0.3253483376015069
55;0.8826955;0.32628467714008563;0.8825747;0.32113143966049784
56;0.8824341;0.32617230549739584;0.882599;0.32845519658900246
57;0.8814432;0.3285250604154491;0.8836932;0.3207586238083006
58;0.88152224;0.3283023344450053;0.88128585;0.3189815115156416
59;0.88178974;0.32869544474490636;0.88417953;0.3199516726414432
60;0.8824098;0.32649491719407636;0.8818452;0.3217678829373906
61;0.8826712;0.3240531625644484;0.8841066;0.3192359585524788
62;0.8816013;0.3283574004570631;0.88444704;0.3193720484183417
63;0.8827563;0.3244764205983621;0.8840823;0.3208911441844118
64;0.88237333;0.32569698772570577;0.8843984;0.32000799675231756
65;0.882653;0.3257986675508443;0.8841309;0.32032765934363194
66;0.88268334;0.32431712649691746;0.8847632;0.3174603993170758
67;0.88339466;0.3230938283961364;0.88456863;0.31784868481824535
68;0.8821362;0.32516968773108434;0.884058;0.3180380050785381
69;0.8822274;0.3260235099407448;0.8838148;0.3188623236915316
70;0.8834372;0.3214811334666439;0.8851522;0.3154825233709324
71;0.8826469;0.32571297709172015;0.88456863;0.31771188926840555
72;0.88263476;0.32403475144843663;0.8842525;0.31655899389408615
73;0.8839053;0.32141108017474485;0.88456863;0.3189707895380875
74;0.8839357;0.3208030996318936;0.8851036;0.316549668813793
75;0.883267;0.32292475844629664;0.88447136;0.3171527500590187
76;0.8835223;0.3214121409232734;0.8835473;0.31946110035493996
77;0.8836986;0.32113458597137196;0.8834257;0.3212833865562449
78;0.8835101;0.32256763811031586;0.8816263;0.32189667644626885
79;0.883881;0.31973609879457565;0.88374186;0.3169173631625421
80;0.8835952;0.32185053565700805;0.8848361;0.31746292067877385
81;0.8835709;0.3213702925193882;0.884982;0.31764677044320533
82;0.8825557;0.3260129050897383;0.8835716;0.31949689766333594
83;0.8835162;0.3232084379173991;0.88590604;0.31437773775432887
84;0.8835162;0.32105073676438617;0.8846902;0.3183096648045243
85;0.883808;0.32336937042568126;0.8843741;0.31684173082530803
86;0.88400865;0.32060143614421155;0.8843984;0.31477068124456564
87;0.88227;0.3262799475188603;0.88388777;0.32260856661695925
88;0.8830177;0.3246810811316519;0.8842525;0.3168304915842571
89;0.88406336;0.3197343390958462;0.88578445;0.3167327376304115
90;0.8837594;0.3215683691909043;0.8857601;0.31504661049746363
91;0.883881;0.32078712848335156;0.88493335;0.31589918317306415
92;0.88425785;0.3202346173190517;0.8852738;0.31344409501050513
93;0.8840269;0.3206777505332704;0.885517;0.31369474070763936
94;0.8843673;0.3184387136905794;0.8850306;0.31332503698201697
95;0.8832305;0.3235760235098699;0.8831096;0.3172276364366735
96;0.88367426;0.32207027590000514;0.88473886;0.3163578225972413
97;0.8843247;0.3188447965501692;0.8852738;0.31397736770275814
98;0.8843004;0.3192931280635716;0.8846659;0.3170336472473306
99;0.8841728;0.31974834027509635;0.8839364;0.31862700550475714
100;0.88450104;0.31920937984333003;0.8848604;0.3133961380849888
101;0.8843855;0.3200336449943222;0.88563854;0.31507652750704934
102;0.8836013;0.3206730527774031;0.8856142;0.31539752242827435
103;0.88376546;0.32058694294663653;0.8844957;0.3147878123244566
104;0.8846652;0.31877239367448;0.88417953;0.3169513000708913
105;0.88455576;0.31836128448087714;0.8862222;0.31301247739638816
106;0.8846409;0.3213013526755534;0.88400936;0.31992571524766245
107;0.88494486;0.31831823514241164;0.8861249;0.3148250202761122
108;0.8847564;0.31896983138344315;0.88481176;0.31539818817580584
109;0.8848719;0.3172265627012126;0.88636804;0.3137898231924374
110;0.8846713;0.3183338859694798;0.8850306;0.31507312719279973
111;0.8851819;0.3169966714886344;0.88627076;0.31235546320633323
112;0.8849935;0.318948582397333;0.88580877;0.3160169108457086
113;0.88516366;0.3169816546662752;0.8856872;0.3121803020696999
114;0.88468343;0.31867673691346177;0.88532245;0.31910666378135055
115;0.8841485;0.31955963930278103;0.8861006;0.31327525581579335
116;0.8850907;0.3170467679942791;0.88605195;0.31163308396029593
117;0.88489014;0.31769924384380366;0.88566285;0.3162937869752918
118;0.88552237;0.315390086554478;0.8858331;0.3114175311543461
119;0.88523054;0.3160796450548228;0.88678145;0.3115980709883828
120;0.8844889;0.3192249931161565;0.884982;0.32334801810931724
121;0.8827259;0.32382987246962247;0.8858331;0.3150778804008813
122;0.8850299;0.3171513999657825;0.8858574;0.3125270588013486
123;0.88516974;0.3169114676165818;0.88627076;0.3131676096534024
124;0.8850603;0.3170292938002707;0.88473886;0.31573355344004833
125;0.885188;0.31731411413704863;0.8858574;0.3131628544857479
126;0.88446456;0.3197639660786856;0.8861249;0.3147248678368106
127;0.8850846;0.3172491921971332;0.8847632;0.3139462957162127
128;0.885267;0.3162782591586236;0.88590604;0.3124157781035575
129;0.8856683;0.31527933296691596;0.8862951;0.31143826824277654
130;0.8845801;0.3185040412249835;0.8862222;0.3136228927899492
131;0.884878;0.31983073742278295;0.8846902;0.3156466528450094
132;0.8849874;0.3183822959796459;0.88566285;0.31278344554876075
133;0.8850299;0.31631533895087044;0.88590604;0.3141414003374048
134;0.8847199;0.31826712205571683;0.88434976;0.3234223610243321
135;0.885267;0.31860434142571203;0.8860763;0.31283375311542516
136;0.885188;0.31704874308102976;0.8864653;0.3121402006722786
137;0.8844889;0.318556078274622;0.8858574;0.31348870856244093
138;0.88452536;0.3187841992886756;0.88566285;0.31310391614217026
139;0.8848658;0.31760177329038136;0.8855656;0.315472752183412
140;0.8846713;0.316765015851024;0.8864653;0.31405382733344567
141;0.8849874;0.3163831474889814;0.8870732;0.3097972411634439
142;0.8859114;0.3156726009137558;0.88605195;0.3120675149675636
143;0.8856622;0.3155933069158801;0.8869517;0.31121169345038674
144;0.8853643;0.31727261235240806;0.8870732;0.31077586469361784
145;0.88537645;0.31661376136308195;0.88692737;0.3130741048683604
146;0.8850603;0.31671308663109593;0.88580877;0.3124300631790608
147;0.88488406;0.318458843095139;0.8864653;0.31380479940875544
148;0.88538253;0.31704780788598314;0.8853468;0.31266925029921144
149;0.88470167;0.3180913201470611;0.88675714;0.31180680639641073
150;0.88505423;0.31678897985778226;0.88678145;0.3118614125444249
151;0.886033;0.3157692815015416;0.8871948;0.30987511338826784
152;0.8856683;0.31510421710465975;0.8868301;0.3101902765304056
153;0.8862154;0.31397825947934477;0.8864167;0.31240122983942886
154;0.8855163;0.3150639796391813;0.88544405;0.3122282428374354
155;0.8853643;0.3166968972138559;0.88692737;0.31137552154735537
156;0.886185;0.31391580060385743;0.8867085;0.31173534608863573
157;0.8858445;0.31470931741784686;0.88580877;0.31180701919850085
158;0.8846287;0.31872311158924355;0.88578445;0.31398726839892144
159;0.88513327;0.3162321309551772;0.88678145;0.31062994005556943
160;0.8860634;0.3146276553589043;0.8853468;0.31171643724992065
161;0.8861303;0.3136177451560778;0.8862951;0.3106146506003491
162;0.8852731;0.31578827580676155;0.88675714;0.31178299019267364
163;0.8855041;0.3155088491789704;0.88417953;0.3154731354683525
164;0.8857899;0.3150516673577854;0.8852738;0.314928838122785
165;0.8858202;0.315783872079942;0.8853954;0.3134919164587976
166;0.8856683;0.3156628920552274;0.8855899;0.3114495125972695
167;0.8853339;0.31634906429701504;0.8857601;0.31208182071714174
168;0.8854859;0.31563708607018287;0.8848847;0.3169103243009855
169;0.8855102;0.3148102699454756;0.88692737;0.3099384581824706
170;0.88561964;0.3147530760450629;0.88692737;0.31319845430339177
171;0.88583237;0.3134606751093999;0.8871462;0.3113442424200305
172;0.88647074;0.3123080571328852;0.88690305;0.310592827285244
173;0.8866713;0.3119937784405674;0.88590604;0.3155382552994282
174;0.8861181;0.31404376480875706;0.8863194;0.3106006435581061
175;0.8861181;0.31338062840608294;0.8872921;0.310081352137972
176;0.88631266;0.3135898933816041;0.8862951;0.31143881374035765
177;0.8859175;0.31395311581588065;0.8871705;0.3104366606780613
178;0.88589317;0.3137632712520268;0.88593036;0.3100638346105753
179;0.8859722;0.31366534458981804;0.885979;0.3128747690333871
180;0.8855771;0.316499107097209;0.885979;0.31435445489070374
181;0.88558316;0.31425654963394906;0.88736504;0.3093524593350813
182;0.88567436;0.3146259673004321;0.88721913;0.31006782488963935
183;0.8861607;0.3142096476464791;0.8853954;0.31123118249953297
184;0.8864282;0.3116902514514476;0.88690305;0.3082295724702315
185;0.8862944;0.31302919992052924;0.8866112;0.3136013713853274
186;0.8859418;0.3138422355841654;0.8869517;0.3121373570506854
187;0.88555276;0.31669110050842486;0.8861006;0.3108526753458621
188;0.8859965;0.3135235655995871;0.8849577;0.3157347566410559
189;0.8854798;0.31494485437100034;0.8870732;0.309942529288123
190;0.88668346;0.31209179003835325;0.88709754;0.3077273562270813
191;0.8866956;0.31268488565615715;0.8868787;0.31032929541292203
192;0.8862154;0.313572611056431;0.8870732;0.31048008492282597
193;0.88599044;0.3143441559520223;0.88493335;0.3186509361927779
194;0.885881;0.313727344465334;0.88692737;0.31214718550643666
195;0.88637954;0.31433141086289157;0.88651395;0.3112571256777132
196;0.8858567;0.31324378296036737;0.88690305;0.3122667642972451
197;0.8862944;0.31371824787925406;0.88627076;0.3123744304843849
198;0.8861485;0.3136423538735168;0.88605195;0.31100658586998997
199;0.8858749;0.3144107131906337;0.8862222;0.311829318782604
200;0.8856075;0.3147179700851136;0.8870732;0.31005356021862457
201;0.8857838;0.31517057165486745;0.8864896;0.3114726966995753
202;0.8859661;0.313461507323513;0.88663554;0.31041495335170494
203;0.88565004;0.3144129127379069;0.8867328;0.30972247256018426
204;0.8858567;0.3135405164191946;0.8872921;0.31022796631091276
205;0.88616675;0.3125687742384376;0.88627076;0.3085649565823196
206;0.8859418;0.315052634791591;0.8873164;0.3104132659883307
